ACB	14227.71875
GWD	17944.18584
BEB	17427.02326
PEL	16204.12941
LWK	20638.0202
MSL	16710.11765
GBR	9659.692308
IBS	12059.54206
ASW	13964.62295
TSI	14510.69159
KHV	16368.26263
CEU	12271.34343
YRI	11540.74074
CHB	16539.26214
STU	15087.09804
CHS	14192.62857
ESN	11528.27273
FIN	5978.585859
GIH	10310.40777
PJL	14248.19792
CLM	11106.67021
MXL	14483.8125
ITU	14875.57843
CDX	13066.76344
JPT	13982.49038
PUR	9082.307692
